"#","MFL Code","DHIS Code","Name","County","Subcounty"
"877","12946","SzvFJZ4MS4G","Gaimu Clinic","Nairobi","Starehe"
"878","13556","dX5ndMsjIkG","Gairoro Dispensary","Migori","Kuria East"
"879","12026","TGqPTH8NIOA","Gaitu Dispensary","Meru","Imenti Central"
"880","16833","VCGBe3lXn4D","Gaitu Medical Clinic","Meru","Imenti Central"
"881","10201","kJRxeBuqysq","Gakira Medical Clinic","Muranga","Kangema"
"882","16570","X6HwyJnFOoB","Gakoromone Medical Clinic","Meru","Imenti North"
"883","16738","igRDScs4ct8","Gakurungu Dispensary","Tharaka Nithi","Tharaka South"
"884","10203","oBjfZoeDfgn","Gakurwe Dispensary","Muranga","Kiharu"
"885","10204","0","Gakuyuini Medical Clinic","Muranga","Maragwa"
"886","22162","0","GALAXY HOSPITAL","Isiolo","Isiolo"
"887","13342","HSAA09SDTKi","Galgamalla Dispensary","Garissa","Fafi"
"888","16244","pij05SlOjYF","Galilee Medical Clinic","Embu","Manyatta"
"889","16199","VBYPrzNeuQz","Galili Dispensary","Tana River","Garsen"
"890","16540","N83ZrbzNkJT","Gama Medical Clinic","Mombasa","Kisauni"
"891","21256","0","GANDINI DISPENSARY","Kwale","Kinango"
"892","18300","0","Gandini Dispensary","Kilifi","Magarini"
"893","12028","KSPLbADB3Lv","Gangara Dispensary","Meru","Imenti South"
"894","13343","c2tD448Pa2f","Ganyure Dispensary","Wajir","Wajir West"
"895","13344","pZDWo4Jp4x2","Garissa Medical Clinic","Garissa","Garissa"
"896","13345","t3cvedAnAuJ","Garissa Nursing Home","Garissa","Garissa"
"897","10205","cWO0L97sD5R","Garrissa Highway Medical Clinic","Kiambu","Thika Town"
"898","13347","gFqtEKN9rtj","Garseqoftu Dispensary","Wajir","Wajir West"
"899","16444","tNpT77xOcjl","Garsesala Dispensary","Mandera","Kutulo"
"900","25961","0","Gataka Dispensary","Kajiado","Kajiado North"
"901","16378","U2KRWMqlhJQ","Gatamaiyo Dispensary","Nakuru","Naivasha"
"902","10206","npJp8ZCsZJx","Gatamu Medical Clinic","Nyeri","Nyeri South (Othaya)"
"903","10207","LkV5kJMdakx","Gatanga Dispensary","Muranga","Gatanga"
"904","10208","UomBzYdaa0B","Gatangara Dispensary","Muranga","Kangema"
"905","16230","Sb5A7vnMMCo","Gatankene Dispensary","Meru","Imenti South"
"906","10211","ULXDMBwYktJ","Gateways Medical Clinic","Muranga","Kiharu"
"907","10212","jWJYVD5TYkn","Gathaithi Dispensary","Muranga","Kiharu"
"908","10215","LbjgDaDXJRa","Gathara Dispensary","Nyandarua","Kinangop"
"909","10216","PgHCaUq49vN","Gatheru Dispensary","Muranga","Kiharu"
"910","10218","0","Gathiriga Dispensary","Nyandarua","Kinangop"
"911","10219","ZhLMW5vxOrJ","Gathiruini (PCEA) Dispensary","Kiambu","Githunguri"
"912","16838","ZrbT5OAObu6","Gatimbi Medical Clinic","Meru","Imenti Central"
"913","16397","tDcZcQAr9Th","Gatimu Dispensary","Nakuru","Njoro"
"914","10220","I9x3IXwZfm5","Gatina Dispensary","Nyeri","Mathira East"
"915","16803","WYcO6idVWhZ","Gatina United Clinic","Nairobi","Dagoretti"
"916","10222","h1ZhIZUH0Vp","Gatitu Dispensary","Nyeri","Nyeri Central"
"917","10224","Rvc83wul8dL","Gatondo Dispensary (Nyeri North)","Nyeri","Mathira East"
"918","10225","t8xICSl4baF","Gatondo Dispensary (Wanjohi)","Nyandarua","Kinangop"
"919","10226","KIMVEsywQYd","Gatuamba Medical Clinic","Nyeri","Kieni East"
"920","10227","T5aOhJBGsf8","Gatuanyaga Dispensary","Kiambu","Thika Town"
"921","10228","xIn6IJE9BqX","Gatugi Mission Dispensary","Nyeri","Mukurweini"
"922","10229","HV9owPu2Mtl","Gatugura Dispensary","Kirinyaga","Kirinyaga East"
"923","10230","PsRWALykkzZ","Gatugura Medical Clinic","Kirinyaga","Kirinyaga Central"
"924","10231","Ec7pVqlElYt","Gatukuyu Medical Clinic","Kiambu","Gatundu North"
"925","10232","YF2UQdQScMR","Gatumbi (SDA) Dispensary","Kirinyaga","Kirinyaga East"
"926","12032","rQVKkKCzAsB","Gatumbi Dispensary","Embu","Runyenjes"
"927","10235","BfXev56jWm1","Gatura (PCEA) Dispensary","Nyeri","Mukurweini"
"928","16232","ffR1oEdUJn3","Gaturi Dispensary","Meru","Imenti South"
"929","10237","EKku6SnmS0c","Gaturi Medical Clinic","Muranga","Kiharu"
"930","16386","SuMdcd5YAWi","Gatuto Dispensary","Kirinyaga","Kirinyaga Central"
"931","10238","P5ch5Q3EGnj","Gatwe Clinic Dispensary","Kirinyaga","Kirinyaga Central"
"932","12948","fNFnpjIy5Li","Gatwikera (MSF Belgium) clinic","Nairobi","Langata"
"933","11388","GYMWyNreugZ","Gede Medical Clinic","Kilifi","Kilifi North"
"934","14505","ikGemlnoQXc","Gelegele Dispensary","Bomet","Sotik"
"935","16571","WvUvCMh9l26","General Medical Clinic","Meru","Imenti North"
"936","16572","pvJgw6e8lw1","General Medical Laboratory","Meru","Imenti North"
"937","16573","HA0QklBlZb4","Generation Medical Clinic/Lab","Meru","Imenti North"
"938","10241","0","Generations Medical Clinic","Muranga","Maragwa"
"939","16831","zmGrtB4VTii","Genesis Clinic","Meru","Imenti Central"
"940","16574","N1MIQri7WqF","Genesis Clinic (Imenti North)","Meru","Buuri"
"941","10242","RWNG7PKXIpd","Genesis Clinic (Kirinyaga)","Kirinyaga","Kirinyaga North/Mwea West"
"942","16500","AcnGBFq9vxQ","Genesis Community Bamako initiative","Kirinyaga","Kirinyaga North/Mwea West"
"943","16442","O6lEKGIGrUv","Genesis Medicare","Mombasa","Nyali"
"944","12949","TYpMgYxKQZ0","Genessaret Clinic","Nairobi","Embakasi West"
"945","10243","nEYC94V1jhr","George Medical Clinic","Muranga","Maragwa"
"946","16681","Nr1tuXJtnKx","Gerol","Nakuru","Kuresoi North"
"947","12951","mZSwme44h7b","Gertrudes Othaya Road Dispensary","Nairobi","Dagoretti"
"948","10245","mC4qkTGiah3","Geta Forest Dispensary","Nyandarua","Kipipiri"
"949","14507","oTQ1D3GoQBi","Getarwet Dispensary","Kericho","Buret"
"950","13571","skdrXoGVbgo","Getontira Clinic","Migori","Kuria West"
"951","20886","0","Getrude Children Hospital","Nairobi","Starehe"
"952","12952","oCIzqlJOqC5","Getrude Clinic","Nairobi","Embakasi West"
"953","12953","ScEXj8hWn4w","Getrudes Clinic Dispensary (Nairobi West)","Nairobi","Langata"
"954","11389","0","Geuma Medical Clinic","Mombasa","Likoni"
"955","10246","DHhvKF17jGH","Giachuki Medical Clinic","Muranga","Gatanga"
"956","10247","ptHepSWEFUb","Giakaibei Catholic Dispensary","Nyeri","Mathira East"
"957","16223","cKlXUYEzJZW","Giaki Clinic","Meru","Imenti North"
"958","12037","H6GuF8E08rO","Gianchuku Dispensary","Tharaka Nithi","Maara"
"959","27186","0","Gichagi Dispensary","Muranga","Kangema"
"960","17365","0","Gichagini Dispensary","Muranga","Kandara"
"961","16799","pAUPoPzZnVJ","Gichago Dispensary","Nairobi","Langata"
"962","16400","bX2XYDPTsAj","Gichobo Dispensary","Nakuru","Njoro"
"963","12954","SsqBPOys1pU","Gichuru Medical Clinic","Nairobi","Langata"
"964","11391","mJfPSpWYk5F","Gift Medical Clinic","Mombasa","Changamwe"
"965","10254","YH2dza9owSW","Gikoe Medical Clinic","Muranga","Kiharu"
"966","16853","zfqAmq4oZqn","Gikuuri Dispensary (CDF)","Embu","Runyenjes"
"967","14509","Jw7TEPGoDvG","Gilgil Community Medical Clinic","Nakuru","Gilgil"
"968","14511","SDsSjTkZrZ9","Gilgil Military Regional Hospital","Nakuru","Gilgil"
"969","12955","mztXSGcthsz","Giovanna Dispensary","Nairobi","Ruaraka"
"970","16665","Z2ZDRw5kZ1I","Girigiri Dispensary","Migori","Kuria East"
"971","13348","TtnkVJt82Qt","Girissa Dispensary","Mandera","Mandera North"
"972","12039","BgBiT2A6LJI","Gitare Dispensary (Embu)","Embu","Manyatta"
"973","10258","i1mOAp2jiqP","Gitaro Dispensary","Muranga","Kiharu"
"974","12040","wzU1yjuhIQp","Gitaru Clinic","Embu","Mbeere South"
"975","10259","sKaurG7k2MX","Gitata Medical Clinic","Nyeri","Mukurweini"
"976","17659","d3wrw2GoCmx","Gitathi Dispensary","Muranga","Maragwa"
"977","10260","jmcJUOnTpCH","Gitaus Medical Clinic","Muranga","Kiharu"
"978","10261","We6UKrOBqml","Githagara Dispensary","Muranga","Kiharu"
"979","10262","gFBRS6tP4Aq","Githanga (ACK) Dispensary","Muranga","mathioya"
"980","13349","efB1pCkQL0b","Gither Dispensary","Mandera","Mandera West"
"981","10264","wXCe90OC0Tk","Githiga Midways Clinic","Nairobi","Westlands"
"982","16394","M2BkdXX873O","Githiriga Dispensary CDF","Nakuru","Kuresoi North"
"983","10265","gr1400eJD4s","Githirioni Dispensary","Kiambu","Lari"
"984","10266","frB1uZ5eBZV","Githuani (ACK) Dispensary","Kirinyaga","Kirinyaga North/Mwea West"
"985","21249","0","Githuci Dispensary","Laikipia","Laikipia East"
"986","10268","k0Wqw0x7F4V","Githunguri Dispensary","Muranga","Kandara"
"987","10270","AvZG82YETEp","Githunguri Health Services Clinic","Kiambu","Githunguri"
"988","10271","wZIjfTwwfbr","Githunguri Heathwatch Clinic","Kiambu","Githunguri"
"989","10272","MfyajFElghr","Githunguri Medical Plaza Clinic","Kiambu","Githunguri"
"990","10273","F1xjKcsS3sI","Githurai Community Clinic","Kiambu","Ruiru"
"991","19264","0","Githurai Health Care and Dental Hospital","Kiambu","Ruiru"
"992","12956","x9hGRq2zvep","Githurai Medical Dispensary","Nairobi","Ruaraka"
"993","12957","q6q6rIg7DCT","Githurai VCT","Nairobi","Ruaraka"
"994","10274","SuZUyFSAgXG","Githure (ACK) Dispensary","Kirinyaga","Kirinyaga East"
"995","10275","b8l5Xhu0FxL","Gitiha Dispensary","Kiambu","Githunguri"
"996","12042","DFCJo7IzCqz","Gitine Dispensary","Meru","Imenti South"
"997","12043","YAjqEjOw6KX","Gitine Medical Clinic","Meru","Imenti South"
"998","10276","0","Gitothua children Community centre","Kiambu","Thika Town"
"999","10277","0","Gituamba Dispensary","Kiambu","Thika Town"
"1000","10278","GqyOLiYRtvM","Gituamba Medical Clinic","Kiambu","Gatundu North"
"1001","10280","sLnrCNP4x32","Gitugi Dispensary (Nyeri South)","Nyeri","Nyeri South (Othaya)"
"1002","10281","lru2LUjev5u","Gitundu (ACK) Dispensary","Nyeri","Nyeri South (Othaya)"
"1003","10282","nnucxaoxjWU","Gitunduti Catholic Dispensary","Nyeri","Mathira West"
"1004","10283","en2NybPOjPi","Gituru Dispensary","Muranga","Kandara"
"1005","10284","NRrl8jpHvoR","Gitwe Medical Clinic","Kiambu","Gatundu South"
"1006","12958","UYTG0f8yLqc","Giwa Clinic","Nairobi","Embakasi West"
"1007","14515","LGC7iKM2acq","GK Kirimun Dispensary","Samburu","Samburu Central"
"1008","18616","0","GK Medium Prison Dispensary","Kericho","Ainamoi"
"1009","13350","NJapubNuu8k","GK Prison Dispensary (Garissa)","Garissa","Garissa"
"1010","10288","slK5XGC5Nzx","GK Prison Dispensary (Ruiru)","Kiambu","Ruiru"
"1011","10289","jYf5PccXzRk","GK Prison Dispensary (Thika)","Kiambu","Thika Town"
"1012","20255","0","GK PRISON MBALE","Vihiga","Vihiga"
"1013","11396","RSwmI3Lbgne","GK Prisons Clinic (Malindi)","Kilifi","Magarini"
"1014","0","0","Global Health Innovation","Nairobi","Embakasi West"
"1015","0","0","GLORY CHEMIST","Uasin Gishu","Ainabkoi"
"1016","10291","j5lTkz5ovZG","Glory Medical Clinic","Kiambu","Juja"
"1017","16739","jWjqLpmqweB","Glory Medical Clinic (Kangundo)","Machakos","Matungulu"
"1018","11399","AvdzlZCOzIU","Glory Medical Clinic (Tana River)","Tana River","Galole"
"1019","15893","c90fDGiV3cb","Go Down Clinic","Kakamega","Likuyani"
"1020","10292","0","God Sent Clinic","Kirinyaga","Kirinyaga Central"
"1021","40060","0","GODHOPE","Migori","Nyatike"
"1022","12050","fMeJNaesJ50","Godoma Dispensary (Moyale)","Marsabit","Moyale"
"1023","13351","sQSVjX6mHKl","Godoma Dispensary (Wajir North)","Wajir","Wajir North"
"1024","13586","cnTitFnzOOT","Gods Will Clinic","Kisumu","Kisumu Central"
"1025","19907","Zg5gzV6yNTm","Gogo Dispensary","Siaya","Gem"
"1026","40038","0","Goldstar Network Program","Nyeri","Kieni East"
"1027","12051","yLqdclpEWWZ","Golole Dispensary","Marsabit","Moyale"
"1028","40007","0","GONGO HC","Siaya","Alego Usonga"
"1029","11402","q5FQ3AIpXih","Gongoni Medical Clinic","Kilifi","Magarini"
"1030","10293","w73eAR9qTwd","Good Health Medical Clinic","Kiambu","Ruiru"
"1031","16847","yRQdFgoIMSz","Good Hope Clinic","Meru","Imenti Central"
"1032","10294","W9W5laYM5Qi","Good Hope Hospital","Laikipia","Laikipia West"
"1033","10295","v1NgpfZ93rf","Good Hope medical Clinic","Nyeri","Kieni West"
"1034","10296","CZxlonoRruj","Good Samaritan (ACK) Medical Clinic","Nyeri","Nyeri Central"
"1035","12959","zxi7V0eJPOR","Good Samaritan Dispensary","Nairobi","Kasarani"
"1036","10297","BMmEDy0w1Ot","Good Samaritan Health Services (Kirinyaga)","Kirinyaga","Kirinyaga North"
"1037","12960","rmnpXn7cV2P","Good Shepherd Dispensary","Nairobi","Dagoretti"
"1038","10298","BXHBKl1U6Xg","Good Shepherd Medical Clinic (Nyeri North)","Nyeri","Kieni East"
"1039","10299","vyZ6cmvPtRV","Good Shepherd Medical Clinic (Nyeri South)","Nyeri","Nyeri Central"
"1040","12052","0","Good Will Medical Clinic","Machakos","Kangundo"
"1041","10300","kTsnlxz83Gt","Goodwill Clinic","Kirinyaga","Kirinyaga North/Mwea West"
"1042","12053","hjyclwwMnEP","Goro Rukesa Dispensary","Marsabit","Saku"
"1043","11403","f6oyClxdEpJ","Gorofani Medical Clinic","Mombasa","Likoni"
"1044","20959","0","Gosebe Dispensary","Migori","Kuria East"
"1045","19927","0","Got Kachola","Migori","Nyatike"
"1046","10301","EYAftudXX2C","Gracious M. Clinic","Nyandarua","Ndaragwa"
"1047","10302","aXqjvA6DCHz","Grafrodei Medical Clinic","Kiambu","Thika Town"
"1048","14535","Qm7eL0uif0G","Grand Avens Clinic","Trans Nzoia","Kiminini"
"1049","20305","CWLL4Q7V9XW","Grazia Medical Clinic","Laikipia","Laikipia West"
"1050","10303","CdVQ1LcZkwg","Green Hill Medical Clinic","Nyeri","Kieni East"
"1051","14538","jbNkZUCuZhB","Greenview Hospital","Kericho","Ainamoi"
"1052","12964","H52Btcdn0kN","GTZ Dispensary","Nairobi","Langata"
"1053","13353","ErBiK473y5e","Guba Dispensary","Mandera","Banisa"
"1054","13354","VtysEcYI1fV","Guled Clinic","Garissa","Garissa"
"1055","10305","M6ezq834QYH","Gumba Dispensary","Nyeri","Mukurweini"
"1056","19122","DZishvlwTBk","Gundua Health Centre","Meru","Buuri"
"1057","13355","zaLUxZLTjYC","Gurar Health Centre","Wajir","Wajir North"
"1058","11406","wUI6iHnwZF4","Guru Nanak Clinic","Mombasa","Likoni"
"1059","13596","iNFmUPNw6nI","Guru Nanak Dispensary","Kisumu","Kisumu Central"
"1060","13356","VIxTzJOTQLe","Gurufa Dispensary","Garissa","Lagdera"
"1061","18213","0","Gurunanak clinic","Mombasa","Mvita"
"1062","12054","xwFsZvjltX5","Gus Dispensary","Marsabit","North Horr"
"1063","14542","JQs30rAkjMP","Guyana Medical Clinic","Trans Nzoia","cherangany"
"1064","0","0","Gwasi","Homa Bay","Suba"
"1065","11407","0","Gweno Medical Clinic","Mombasa","Likoni"
"1066","12966","VaJGwOmLhxh","Gynapaed Dispensary","Nairobi","Dagoretti"
"1067","13358","UcQFUPY1Lnd","Hadado Dispensary","Wajir","Wajir West"
"1068","13359","tHvPXKLObim","Hagadera Hospital","Garissa","Fafi"
"1069","12967","ONAdqxYAumV","Hakati Medical Clinic","Nairobi","Embakasi West"
"1070","10306","p8nL9w7e42d","Ham Medical Clinic","Kiambu","Juja"
"1071","19472","H6s6jXZ9C8F","Hamza Medical Centre","Nairobi","Makadara"
"1072","13360","z6QPL6JupY7","Handaro Dispensary","Garissa","Hulugho"
"1073","25718","0","HAPA KENYA DROP-IN CENTRE","Mombasa","Nyali"
"1074","26796","0","HAPA Kenya Voi Clinic","Taita Taveta","Voi"
"1075","13598","0","Happy Clinic (Kebirigo)","Nyamira","Nyamira"
"1076","13361","svtB9YP3rCv","Hara Dispensary","Garissa","Ijara"
"1077","12055","tCnrpYtT7DP","Hardship Medical Clinic","Machakos","Athi River"
"1078","13362","TuFK9gPsHo3","Hareri Dispensary","Mandera","Mandera East"
"1079","0","0","HBCT Gem","Siaya","Alego Usonga"
"1080","0","0","HBCT Lwak","Siaya","Alego Usonga"
"1081","0","0","HBCT Nyakach","Kisumu","Nyando"
"1082","0","0","HBCT Nyando","Kisumu","Nyando"
"1083","0","0","HBCT Ugenya","Siaya","Alego Usonga"
"1084","0","0","HBCT Ukwala","Siaya","Alego Usonga"
"1085","0","0","HBCT-Karemo","Siaya","Alego Usonga"
"1086","12056","oAqwXA5oThM","Health Care Clinic","Makueni","Kibwezi West"
"1087","10307","0","Health Care Medical Clinic","Kiambu","Thika Town"
"1088","10308","ETBMuVUcbH6","Health Care Nursing Home","Kiambu","Ruiru"
"1089","19497","0","Health Care Services","Nairobi","Makadara"
"1090","13601","IrpVWYsIbf2","Health Mountain Hospital","Migori","Kuria East"
"1091","10309","ersrg3O280u","Health Scope Clinic (Kirinyaga)","Kirinyaga","Kirinyaga Central"
"1092","10310","AUkygfxOcwq","Healthscope Clinic (Muranga North)","Muranga","Kiharu"
"1093","10311","0","Heho Medical Clinic","Muranga","Maragwa"
"1094","12057","TuvXjN69b9r","Heillu Dispensary","Marsabit","Moyale"
"1095","11408","GLw7Yzn5Men","Hekima Medical","Mombasa","Kisauni"
"1096","13602","OfGezTOlhbb","Hema Clinic","Nyamira","Masaba North"
"1097","16884","aygQKEo1do9","Henzoro Medical Clinic","Kwale","Kinango"
"1098","10313","bFYnsxSJOVG","Heshima Clinic","Kirinyaga","Kirinyaga East"
"1099","10314","sxPFMUzGUGB","Heshima Medical Clinic","Nyeri","Kieni East"
"1100","12058","0","Heshima Medical Clinic (Kangundo)","Machakos","Kangundo"
"1101","10315","VpVtvztLlMF","Heshma  Clinic","Kirinyaga","Kirinyaga Central"
"1102","10316","GEVt9YswllM","Hezeman Afya Bora","Kirinyaga","Kirinyaga North/Mwea West"
"1103","16522","rJOlfvxsvew","Hidaya Medical Clinic","Kilifi","Malindi"
"1104","18134","F7VXSx0v8xp","High way medical clinic(wote)","Makueni","Makueni"
"1105","16851","gXmWwMp4zAe","Highland Clinic","Meru","Imenti Central"
"1106","12968","0","Highridge Dispensary","Nairobi","Langata"
"1107","16708","yH2czLnTcDi","Highway  Medical Clinic (Bungoma East)","Bungoma","Webuye East"
"1108","13363","dijmiPZOj6k","Highway Clinic (Wajir East)","Wajir","Wajir East"
"1109","15895","0","HighWay Maternity and Nursing Home","Kakamega","Lurambi"
"1110","10318","e6xu5to2ZxO","Highway Medical Clinic (Kirinyaga)","Kirinyaga","Kirinyaga Central"
"1111","10319","HDlhyAbz9JU","Highway Medical Enterprises","Kirinyaga","Kirinyaga Central"
"1112","11409","bZaDWRI5ubJ","Hindi Magogoni Dispensary","Lamu","Lamu West"
"1113","11410","ZObkinih9St","Hindi Prison Dispensary","Lamu","Lamu West"
"1114","1","0","HIVDR KEMRI","Kitui","Mwingi West"
"1115","13364","RB5LtmPbef6","Hodhan Dispensary","Wajir","Wajir East"
"1116","10320","Hdc2xajldaF","Holly Family Dispensary","Nyandarua","Ndaragwa"
"1117","22795","0","Holsoms Nursing Home","Nyamira","Manga"
"1118","21199","tYMAjaZ7lZO","Holy Family Children's Home Dispensary","Uasin Gishu","Moiben"
"1119","10322","wrAweHs15Lu","Holy Rosary Ikinu Dispensary","Kiambu","Githunguri"
"1120","17926","AOiti3U3uFi","Homa bay Community Medical Clinic","Homa Bay","Homa Bay Town"
"1121","13605","IwzqJczeZxl","Homa Clinic","Homa Bay","Homa Bay Town"
"1122","40057","0","HOMABAY DH","Homa Bay","Homa Bay Town"
"1123","21176","0","Home Ground Medical Centre","Siaya","Ugunja"
"1124","11412","wHeL9FwGfrB","Hongwe Catholic Dispensary","Lamu","Lamu West"
"1125","11413","prjP1m2xVtU","Hongwe Clinic","Lamu","Lamu West"
"1126","12969","FJlbjDibQIT","Hono Clinic","Nairobi","Makadara"
"1127","12970","0","Hope Community Dispensary","Nairobi","Langata"
"1128","10323","cRyPOqbaSG8","Hope Medical Clinic (Gatundu South)","Kiambu","Gatundu South"
"1129","10324","zahslvZ4URc","Hope Medical Clinic (Kigumo)","Muranga","Kigumo"
"1130","11414","pNvqIePcFzo","Hope Medical Clinic (Kilindini)","Mombasa","Changamwe"
"1131","10325","ouge282ot1b","Hope Medical Clinic (Kirinyaga)","Kirinyaga","Kirinyaga North/Mwea West"
"1132","10326","YA8KJNAgSna","Hope Medical Clinic (Maragua)","Muranga","Maragwa"
"1133","16686","luqewelGjLe","Hope Medical Clinic (Nakuru)","Nakuru","Nakuru North"
"1134","10327","tskgyEhFkKa","Hope Medical Clinic (Nyeri North)","Nyeri","Kieni East"
"1135","10328","cbYz5vfWuEk","Hope Medical Clinic (Thika)","Kiambu","Thika Town"
"1136","12971","FloEWlDD416","Hope World Wide Mitindwa Clinic","Nairobi","Embakasi West"
"1137","16517","fkpFYd5x81q","Hosana Medical Clinic","Kwale","Kinango"
"1138","16352","CECltgBfskA","Hospice Dispensary","Uasin Gishu","Ainabkoi"
"1139","23993","0","Hoymas Medical Clinic","Nyeri","Nyeri Central"
"1140","13610","mEUQqs88IBo","Huduma Clinic","Migori","Kuria West"
"1141","16575","FRcpyNULWC0","Huduma Medical Clinic","Meru","Buuri"
"1142","11416","0","Huduma Medical Clinic (Kilindini)","Mombasa","Likoni"
"1143","16205","lKVgKDw7Xqb","Hula-Hula Dispensary","Marsabit","Saku"
"1144","13365","mxtjFO8r7R6","Hulugho Sub-District Hospital","Garissa","Hulugho"
"1145","16793","Ekufy1GQDI1","Hungai Dispensary","Wajir","Tarbaj"
"1146","12061","djG1LBbY25V","Hurri-Hills Dispensary","Marsabit","North Horr"
"1147","12972","n33t3QkAiUY","Huruma (NCCK) Dispensary","Nairobi","Starehe"
"1148","12062","fjtq2BhWFcA","Huruma Clinic (Embu)","Embu","Manyatta"
"1149","12975","Ah0iLs1iGfj","Huruma Maternity Hospital","Nairobi","Starehe"
"1150","16576","bz4e6SVvI8j","Huruma Medical Centre","Meru","Imenti North"
"1151","10329","PJ64R165sVi","Huruma Medical Clinic (Gatundu)","Kiambu","Gatundu North"
"1152","12064","VJqCkrtpdnB","Huruma Medical Clinic (Imenti Central)","Meru","Imenti Central"
"1153","12065","cbU5dmDLG1m","Huruma Medical Clinic (Kangundo)","Machakos","Kangundo"
"1154","12063","IMizxJLkBgL","Huruma Medical Clinic (Kibwezi)","Makueni","Kibwezi West"
"1155","14554","huSoRN1KZVa","Huruma Mobile Clinic","Nakuru","Njoro"
"1156","19983","0","Hylax   Clinic","Nyamira","Masaba North"
"1157","20939","","I Choose life-Africa Dice","Bomet","Bomet Central"
"1158","12066","mgGzIs8RsFB","I.S.M.C. CLINIC","Marsabit","Saku"
"1159","10330","MQdDtIPiZx0","Iagaads Coffel Estate Disp","Kiambu","Thika Town"
"1160","29604","0","Ibinda Dispensary","Kakamega","Khwisero"
"1161","13366","tDpyeeEyyQb","Ibnu-Sina Medical Clinic","Wajir","Wajir East"
"1162","11417","WtjbzOxiIzq","Ibnusina Clinic","Lamu","Lamu West"
"1163","10331","vsLWKclaERk","Ichagachiru Dispensary","Nyeri","Tetu"
"1164","10332","W8j0pHJkaoF","Ichagaki (Mission) Health Centre","Muranga","Maragwa"
"1165","10333","F3k9ivnAAx0","Ichamara Dispensary","Nyeri","Mukurweini"
"1166","10334","AK1crCQmiqI","Ichamara Medical Clinic","Nyeri","Mukurweini"
"1167","10335","XoXZzLOskd7","Ichichi Dispensary","Muranga","Kangema"
"1168","23412","0","ICRH MALINDI DIC","Kilifi","Malindi"
"1169","22679","0","ICRH MTWAPA DIC","Kilifi","Kilifi North"
"1170","16577","n2tmhRN3VqN","Ideal Health Laboratory","Meru","Imenti North"
"1171","16578","R6HB1iVaQX8","Ideal Medical /FP Clinic","Meru","Imenti North"
"1172","12068","wexmdiGF0H0","Ideal Medical Clinic (Kangundo)","Machakos","Kangundo"
"1173","10336","xir1ZifTUcV","Ideal Medical Clinic (Nyeri North)","Nyeri","Kieni West"
"1174","12980","AzHXwmJVBR6","IDF Mathare Dispensary","Nairobi","Kamukunji"
"1175","0","0","IEIP Asembo","Siaya","Bondo"
"1176","13","0","IEIP Lwak","Siaya","Alego Usonga"
"1177","13367","n3Rk1xF8GVA","Ifmahu Clinic","Garissa","Garissa"
"1178","13368","0","Ifo Hospital","Garissa","Lagdera"
"1179","13263","JF7ph88WL8k","Iftin Clinic And Lab Services","Garissa","Garissa"
"1180","16449","VsGhTdYbBD7","Igago Dispensary","Vihiga","Vihiga"
"1181","12069","oS5U9Ua5XPi","Igamatundu Dispensary","Tharaka Nithi","Igambang'ombe"
"1182","10337","oBKnISeghmN","Igana Dispensary","Nyeri","Mukurweini"
"1183","12070","MhZ9jsiZStp","Igandene Dispensary","Meru","Imenti South"
"1184","16832","0","Igane Clinic","Meru","Imenti Central"
"1185","18864","0","IGARII DISPENSARY","Meru","Tigania East"
"1186","15898","URRSoyCC4m4","Igavira Community Clinic","Kakamega","Malava"
"1187","26002","0","Igula Dispensary","Busia","Butula"
"1188","14557","j1vx9bsgCAV","Igure Dispensary","Baringo","Koibatek"
"1189","14558","N5Wre2LC1yQ","Igwamiti Dispensary","Nakuru","Subukia"
"1190","10339","xAifqlbWacG","Ihuririo Dispensary","Nyeri","Nyeri South (Othaya)"
"1191","10341","Md0qFDUnOfC","Ihururu Medical Clinic","Nyeri","Tetu"
"1192","10342","XOgv7g84wre","Ihwa Medical Clinic","Nyeri","Tetu"
"1193","10343","N9bhgfxGY0z","Ihwagi Medical Clinic","Nyeri","Mathira East"
"1194","12072","F9bCqQuzf9c","Iiani Dispensary","Makueni","Makueni"
"1195","17918","SZOCc0N8GHk","Iiani Dispensary (Kibwezi)","Makueni","Kibwezi East"
"1196","12073","Bwlg8yPAxVA","Iiani Mission Dispensary","Kitui","Kitui West"
"1197","12074","avutvajUfrS","Iiani/Kiatineni Dispensary","Makueni","Mbooni"
"1198","12075","rX4WM3okTJm","Ikaatini Dispensary","Machakos","Yatta"
"1199","16649","mWsUykmIyLF","Ikalaasa Dispensary","Machakos","Mwala"
"1200","12076","Estqj388cAg","Ikalaasa Mission Dispensary","Machakos","Mwala"
"1201","16958","X3BR2nXz95v","Ikalyoni  Dispensary","Makueni","Kaiti"
"1202","13615","h0UWZHtzvSx","Ikerege Clinic","Migori","Kuria West"
"1203","20921","0","Ikhanyi Dispensary","Kakamega","Malava"
"1204","10344","YzkigQRCgOZ","Ikumbi Clinic","Muranga","Kigumo"
"1205","12079","RH8vF3k8STY","Ikumbo Dispensary","Tharaka Nithi","Maara"
"1206","30007","0","IKUTHA FAITH NURSING HOME","Kitui","Kitui Rural"
"1207","17610","XpUAE9buIFT","Ikutha Medical Clinic","Kitui","Kitui South"
"1208","12082","YpQvKW6YdnH","Ikuyuni Dispensary","Kitui","Kitui East"
"1209","12083","ZEXHT5tJrHU","Ilalambyu Dispensary","Kitui","Mwingi West"
